  255.79      71.32009 9.183627837e+12
  255.80      72.05766 9.279110119e+12
  255.81      71.75221 9.240219484e+12
  255.82      75.50741 9.724225389e+12
  255.83      77.63314 9.998377681e+12
  255.84      79.32927 1.021717774e+13
  255.85      81.05399 1.043961322e+13
  255.86      83.72824 1.078434411e+13
  255.87      84.87723 1.093265785e+13
  255.88      85.52693 1.101665613e+13
  255.89      89.23872 1.149525138e+13
  255.90      89.27302 1.150030551e+13
  255.91      92.10883 1.186623232e+13
  255.92     102.54037 1.321084125e+13
  255.93     107.13370 1.380327830e+13
  255.94     108.28431 1.395201461e+13
  255.95     109.61234 1.412356899e+13
  255.96     109.11246 1.405949575e+13
  255.97     110.55744 1.424609405e+13
  255.98     116.21742 1.497594279e+13
  255.99     118.59234 1.528238178e+13
  256.00     114.66363 1.477655082e+13
  256.01     108.87646 1.403120517e+13
  256.02     104.28166 1.343959649e+13
  256.03      97.46857 1.256231482e+13
  256.04      94.78110 1.221662343e+13
  256.05      91.83163 1.183688897e+13
  256.06      91.04775 1.173629803e+13
  256.07      93.08634 1.199946229e+13
  256.08      91.79811 1.183379987e+13
  256.09      89.38737 1.152361850e+13
  256.10      90.26193 1.163684584e+13
  256.11      95.08598 1.225926692e+13
  256.12      98.20885 1.266229445e+13
  256.13      99.73228 1.285919500e+13
  256.14      99.36681 1.281269485e+13
  256.15      95.14183 1.226842204e+13
  256.16      95.92069 1.236922899e+13
  256.17      95.88446 1.236499274e+13
  256.18      97.18481 1.253315602e+13
  256.19      98.57735 1.271315458e+13
  256.20      96.50287 1.244608227e+13
  256.21      94.68414 1.221197300e+13
  256.22      90.38184 1.165756046e+13
  256.23      89.72946 1.157387885e+13
  256.24      85.89272 1.107938719e+13
  256.25      78.51636 1.012828157e+13
  256.26      75.50815 9.740533891e+12
  256.27      73.28139 9.453612040e+12
  256.28      68.62991 8.853825520e+12
  256.29      61.93472 7.990366175e+12
  256.30      57.56180 7.426499150e+12
  256.31      56.02155 7.228142649e+12
  256.32      56.43083 7.281369940e+12
  256.33      57.73085 7.449536365e+12
  256.34      56.85643 7.337127444e+12
  256.35      57.17220 7.378190729e+12
  256.36      59.12621 7.630616527e+12
  256.37      59.25860 7.647934808e+12
  256.38      56.97227 7.353072091e+12
  256.39      57.05860 7.364390945e+12
  256.40      58.95720 7.609633473e+12
  256.41      61.85014 7.983329182e+12
  256.42      62.98448 8.130112520e+12
  256.43      61.52471 7.942069813e+12
  256.44      60.36264 7.792474718e+12
  256.45      61.99566 8.003738141e+12
  256.46      68.33804 8.823047717e+12
  256.47      74.52451 9.622246130e+12
  256.48      78.03220 1.007545850e+13
  256.49      84.41382 1.089975144e+13
  256.50      92.45634 1.193861028e+13
  256.51      94.95068 1.226100441e+13
  256.52      93.38791 1.205952682e+13
  256.53      92.97913 1.200712109e+13
  256.54      95.33492 1.231176388e+13
  256.55      95.77670 1.236922270e+13
  256.56      94.88310 1.225427780e+13
  256.57      92.54236 1.195255949e+13
  256.58      90.54201 1.169478700e+13
  256.59      97.27600 1.256521413e+13
  256.60     100.33970 1.296155070e+13
  256.61     100.02078 1.292097710e+13
  256.62     106.63010 1.377534424e+13
  256.63     118.80820 1.534921277e+13
  256.64     130.43968 1.685259079e+13
  256.65     135.05937 1.745004528e+13
  256.66     142.73329 1.844214497e+13
  256.67     145.60698 1.881397212e+13
  256.68     143.33369 1.852071897e+13
  256.69     140.88394 1.820464670e+13
  256.70     135.50964 1.751081864e+13
  256.71     129.56647 1.674330505e+13
  256.72     122.59696 1.584303335e+13
  256.73     115.68089 1.494977452e+13
  256.74     109.55447 1.415876549e+13
  256.75     104.49332 1.350551103e+13
  256.76      99.66338 1.288183795e+13
  256.77      98.52595 1.273562871e+13
  256.78     107.56732 1.390518311e+13
  256.79     116.94964 1.511869278e+13
  256.80     122.82852 1.587924697e+13
  256.81     120.64169 1.559698604e+13
  256.82     119.45088 1.544334554e+13
  256.83     122.41794 1.582725123e+13
  256.84     126.51883 1.635793764e+13
  256.85     128.18678 1.657425678e+13
  256.86     124.04486 1.603931105e+13
  256.87     124.88403 1.614831052e+13
  256.88     120.70947 1.560914742e+13
  256.89     108.24165 1.399759307e+13
  256.90     106.93416 1.382940148e+13
  256.91     106.02682 1.371276522e+13
  256.92     110.43981 1.428401684e+13
  256.93     118.79247 1.536483551e+13
  256.94     126.41886 1.635185485e+13
  256.95     127.75323 1.652508171e+13
  256.96     124.79539 1.614310854e+13
  256.97     129.20001 1.671350872e+13
  256.98     131.59937 1.702448176e+13
  256.99     131.34039 1.699150928e+13
  257.00     134.84404 1.744529942e+13
  257.01     128.11758 1.657572688e+13
  257.02     126.87150 1.641515424e+13
  257.03     134.21249 1.736581841e+13
  257.04     145.01947 1.876520914e+13
  257.05     152.63924 1.975220856e+13
  257.06     157.98122 2.044429179e+13
  257.07     159.38062 2.062596388e+13
  257.08     152.01064 1.967274118e+13
  257.09     148.69576 1.924428674e+13
  257.10     149.98412 1.941159543e+13
  257.11     146.18027 1.891976924e+13
  257.12     142.74557 1.847560713e+13
  257.13     138.48505 1.792462868e+13
  257.14     131.54535 1.702717450e+13
  257.15     125.62823 1.626238406e+13
  257.16     120.63242 1.561674750e+13
  257.17     116.81364 1.512322892e+13
  257.18     116.54120 1.508857453e+13
  257.19     122.69216 1.588544301e+13
  257.20     123.94138 1.604768812e+13
  257.21     125.41787 1.623950623e+13
  257.22     138.36005 1.791605132e+13
  257.23     151.67171 1.964043036e+13
  257.24     157.11000 2.034519088e+13
  257.25     153.79720 1.991675530e+13
  257.26     142.67273 1.847680041e+13
  257.27     136.42223 1.766809036e+13
